C,01,2,0000000001,B100079365,19710202,測試乙,1,新北市範例區測試街2號,02-0001-0003,R191979364,B,20190606,20241010,2
B,02,3,0000000002,C200158551,19720303,範例丙,2,桃園市和平區和平路3號,02-0002-0006,S292058554,C,20200707,20241111,3
A,03,4,0000000003,D100237743,19730404,範例丁,1,台中市幸福區幸福街4號,02-0003-0009,T192137746,D,20180808,,
B,04,5,0000000004,E200316939,19740505,虛構戊,2,台南市文化區文化路5號,02-0004-0012,U292216932,A,20190909,20240113,1
A,05,6,0000000005,F800396127,19750606,虛構己,1,高雄市中央區中央街6號,02-0005-0015,V192296126,B,20201010,20240214,2
B,06,1,0000000006,G200475319,19760707,測試甲,2,台北市測試區範例路7號,02-0006-0018,W292375313,C,20181111,,
A,07,2,0000000007,H100554501,19770808,測試乙,1,新北市範例區測試街8號,02-0007-0021,X192454502,D,20191212,20240416,4
B,08,3,0000000008,I200633693,19780909,範例丙,2,桃園市和平區和平路9號,02-0008-0024,Y292533690,A,20200113,20240517,1
A,09,4,0000000009,J100712880,19791010,範例丁,1,台中市幸福區幸福街10號,02-0009-0027,Z192612883,B,20180214,,
B,10,5,0000000010,K900792072,19801111,虛構戊,2,台南市文化區文化路11號,02-0010-0030,A292692079,C,20190315,20240719,3
A,11,6,0000000011,L100871269,19811212,虛構己,1,高雄市中央區中央街12號,02-0011-0033,B192771261,D,20200416,20240820,4
B,12,1,0000000012,M200950455,19820113,測試甲,2,台北市測試區範例路13號,02-0012-0036,C292850457,A,20180517,,
A,13,2,0000000013,N101029645,19830214,測試乙,1,新北市範例區測試街14號,02-0013-0039,D192929643,B,20190618,20241022,2
B,14,3,0000000014,O201108832,19840315,範例丙,2,桃園市和平區和平路15號,,E293008833,C,20200719,20241123,3
A,15,4,0000000015,P801188028,19850416,範例丁,1,台中市幸福區幸福街16號,02-0015-0045,F193088027,D,20180820,,
B,16,5,0000000016,Q201267210,19860517,虛構戊,2,台南市文化區文化路17號,02-0016-0048,G293167213,A,20190921,20240125,1
A,17,6,0000000017,R101346402,19870618,虛構己,1,高雄市中央區中央街18號,02-0017-0051,H193246405,B,20201022,20240226,2
B,18,1,0000000018,S201425590,19880719,測試甲,2,台北市測試區範例路19號,02-0018-0054,I293325597,C,20181123,,
A,19,2,0000000019,T101504782,19890820,測試乙,1,新北市範例區測試街20號,02-0019-0057,J193404784,D,20191224,20240428,4
B,20,3,0000000020,MOCK0019,19900921,範例丙,2,桃園市和平區和平路21號,02-0020-0060,K293483975,A,20200125,20240501,1
A,21,4,0000000021,V101663162,19911022,範例丁,1,台中市幸福區幸福街22號,02-0021-0063,L193563163,B,20180226,,
B,22,5,0000000022,W201742359,19921123,虛構戊,2,台南市文化區文化路23號,02-0022-0066,M293642359,C,20190327,20240703,3
A,23,6,0000000023,X101821548,19931224,虛構己,1,高雄市中央區中央街24號,02-0023-0069,N193721541,D,20200428,20240804,4
B,24,1,0000000024,Y201900734,19940125,測試甲,2,台北市測試區範例路25號,02-0024-0072,O293800738,A,20180501,,
A,25,2,0000000025,Z801979920,19950226,測試乙,1,新北市範例區測試街26號,02-0025-0075,P193879927,B,20190602,20241006,2
B,26,3,0000000026,A202059111,19960327,範例丙,2,桃園市和平區和平路27號,02-0026-0078,Q293959110,C,20200703,20241107,3
A,27,4,0000000027,B102138303,19970428,範例丁,1,台中市幸福區幸福街28號,,R194038306,D,20180804,,
B,28,5,0000000028,C202217491,19980501,虛構戊,2,台南市文化區文化路29號,02-0028-0084,S294117494,A,20190905,20240109,1
A,29,6,0000000029,D102296688,19990602,虛構己,1,高雄市中央區中央街30號,02-0029-0087,T194196681,B,20201006,20240210,2
B,A1,1,0000000030,E902375878,19700703,測試甲,2,台北市測試區範例路31號,02-0030-0090,U294275877,C,20181107,,
A,31,2,0000000031,F102455063,19710804,測試乙,1,新北市範例區測試街32號,02-0031-0093,V194355066,D,20191208,20240412,4
B,32,3,0000000032,G202534259,19720905,範例丙,2,桃園市和平區和平路33號,02-0032-0096,W294434253,A,20200109,20240513,1
A,33,4,0000000033,H102613441,19731006,範例丁,1,台中市幸福區幸福街34號,02-0033-0099,X194513442,B,20180210,,
B,34,5,0000000034,I202692636,19741107,虛構戊,2,台南市文化區文化路35號,02-0034-0102,Y294592633,C,20190311,20240715,3
A,35,6,0000000035,J802771827,19751208,虛構己,1,高雄市中央區中央街36號,02-0035-0105,Z194671826,D,20200412,20240816,4
B,36,1,0000000036,K202851016,19760109,測試甲,2,台北市測試區範例路37號,02-0036-0108,A294751017,A,20180513,,
A,37,2,0000000037,L102930207,19770210,測試乙,1,新北市範例區測試街38號,02-0037-0111,B194830209,B,20190614,20241018,2
B,38,3,0000000038,M203009393,19780311,範例丙,2,桃園市和平區和平路39號,02-0038-0114,C294909391,C,20200715,20241119,3
A,39,4,0000000039,MOCK0038,19790412,範例丁,1,台中市幸福區幸福街40號,02-0039-0117,D194988588,D,20180816,,
B,40,5,0000000040,O903167771,19800513,虛構戊,2,台南市文化區文化路41號,,E295067778,A,20190917,20240121,1
A,41,6,0000000041,P103246967,19810614,虛構己,1,高雄市中央區中央街42號,02-0041-0123,F195146960,B,20201018,20240222,2
B,42,1,0000000042,Q203326150,19820715,測試甲,2,台北市測試區範例路43號,02-0042-0126,G295226153,C,20181119,,
A,43,2,0000000043,R103405342,19830816,測試乙,1,新北市範例區測試街44號,02-0043-0129,H195305345,D,20191220,20240424,4
B,44,3,0000000044,S203484533,19840917,範例丙,2,桃園市和平區和平路45號,02-0044-0132,I295384530,A,20200121,20240525,1
A,45,4,0000000045,T803563729,19851018,範例丁,1,台中市幸福區幸福街46號,02-0045-0135,J195463727,B,20180222,,
B,46,5,0000000046,U203642911,19861119,虛構戊,2,台南市文化區文化路47號,02-0046-0138,K295542913,C,20190323,20240727,3
A,47,6,0000000047,V103722100,19871220,虛構己,1,高雄市中央區中央街48號,02-0047-0141,L195622101,D,20200424,20240828,4
B,48,1,0000000048,W203801299,19880121,測試甲,2,台北市測試區範例路49號,02-0048-0144,M295701299,A,20180525,,
A,49,2,0000000049,X103880483,19890222,測試乙,1,新北市範例區測試街50號,02-0049-0147,N195780486,B,20190626,20241002,2
B,50,3,0000000050,Y903959677,19900323,範例丙,2,桃園市和平區和平路51號,02-0050-0150,O295859677,C,20200727,20241103,3
A,51,4,0000000051,Z104038860,19910424,範例丁,1,台中市幸福區幸福街52號,02-0051-0153,P195938867,D,20180828,,
B,52,5,0000000052,A204118051,19920525,虛構戊,2,台南市文化區文化路53號,02-0052-0156,Q296018054,A,20190901,20240105,1
A,53,6,0000000053,B104197248,19930626,虛構己,1,高雄市中央區中央街54號,,R196097241,B,20201002,20240206,2
B,54,1,0000000054,C204276434,19940727,測試甲,2,台北市測試區範例路55號,02-0054-0162,S296176437,C,20181103,,
A,55,2,0000000055,D804355620,19950828,測試乙,1,新北市範例區測試街56號,02-0055-0165,T196255629,D,20191204,20240408,4
B,56,3,0000000056,E204434812,19960901,範例丙,2,桃園市和平區和平路57號,02-0056-0168,U296334815,A,20200105,20240509,1
A,57,4,0000000057,F104514001,19971002,範例丁,1,台中市幸福區幸福街58號,02-0057-0171,V196414004,B,20180206,,
B,58,5,0000000058,MOCK0057,19981103,虛構戊,2,台南市文化區文化路59號,02-0058-0174,W296493198,C,20190307,20240711,3
A,59,6,123456789,H104672386,19991204,虛構己,1,高雄市中央區中央街60號,02-0059-0177,X196572387,D,20200408,20240812,4
B,60,1,0000000060,I904751570,19700105,測試甲,2,台北市測試區範例路61號,02-0060-0180,Y296651573,A,20180509,,
A,61,2,0000000061,J104830763,19710206,測試乙,1,新北市範例區測試街62號,02-0061-0183,Z196730766,B,20190610,20241014,2
B,62,3,0000000062,K204909953,19720307,範例丙,2,桃園市和平區和平路63號,02-0062-0186,A296809954,C,20200711,20241115,3
A,63,4,0000000063,L104989146,19730408,範例丁,1,台中市幸福區幸福街64號,02-0063-0189,B196889148,D,20180812,,
B,64,5,0000000064,M205068336,19740509,虛構戊,2,台南市文化區文化路65號,02-0064-0192,C296968334,A,20190913,20240117,1
A,65,6,0000000065,N805147522,19750610,虛構己,1,高雄市中央區中央街66號,02-0065-0195,D197047520,B,20201014,20240218,2
B,66,1,0000000066,O205226715,19760711,測試甲,2,台北市測試區範例路67號,,E297126716,C,20181115,,
A,67,2,0000000067,P105305905,19770812,測試乙,1,新北市範例區測試街68號,02-0067-0201,F197205908,D,20191216,20240420,4
B,68,3,0000000068,Q205385095,19780913,範例丙,2,桃園市和平區和平路69號,02-0068-0204,G297285098,A,20200117,20240521,1
A,69,4,0000000069,R105464287,19791014,範例丁,1,台中市幸福區幸福街70號,02-0069-0207,H197364280,B,20180218,,
B,70,5,0000000070,S905543477,19801115,虛構戊,2,台南市文化區文化路71號,02-0070-0210,I297443470,C,20190319,20240723,3
A,71,6,0000000071,T105622665,19811216,虛構己,1,高雄市中央區中央街72號,02-0071-0213,J197522667,D,20200420,20240824,4
B,72,1,0000000072,U205701851,19820117,測試甲,2,台北市測試區範例路73號,02-0072-0216,K297601853,A,20180521,,
A,73,2,0000000073,V105781045,19830218,測試乙,1,新北市範例區測試街74號,02-0073-0219,L197681046,B,20190622,20241026,2
B,74,3,0000000074,W205860232,19840319,範例丙,2,桃園市和平區和平路75號,02-0074-0222,M297760232,C,20200723,20241127,3
A,75,4,0000000075,X805939429,19850420,範例丁,1,台中市幸福區幸福街76號,02-0075-0225,N197839428,D,20180824,,
B,76,5,0000000076,Y206018615,19860521,虛構戊,2,台南市文化區文化路77號,02-0076-0228,O297918615,A,20190925,20240101,1
A,77,6,0000000077,MOCK0076,19870622,虛構己,1,高雄市中央區中央街78號,02-0077-0231,P197997800,B,20201026,20240202,2
B,78,1,0000000078,A206176999,19880723,測試甲,2,台北市測試區範例路79號,02-0078-0234,Q298076992,C,20181127,,
A,79,2,0000000079,B106256188,19890824,測試乙,1,新北市範例區測試街80號,,R198156181,D,20191228,20240404,4
