A,01,2,0000000001,MOCK0000,19710202,測試乙,1,新北市範例區測試街2號,02-0001-0003,R191979364,B,20190606,20241010,2
B,02,3,0000000002,MOCK0001,19720303,範例丙,2,桃園市和平區和平路3號,02-0002-0006,S292058554,C,20200707,20241111,3
A,03,4,0000000003,MOCK0002,19730404,範例丁,1,台中市幸福區幸福街4號,02-0003-0009,T192137746,D,20180808,,
B,04,5,0000000004,MOCK0003,19740505,虛構戊,2,台南市文化區文化路5號,02-0004-0012,U292216932,A,20190909,20240113,1
A,05,6,0000000005,MOCK0004,19750606,虛構己,1,高雄市中央區中央街6號,02-0005-0015,V192296126,B,20201010,20240214,2
B,06,1,0000000006,MOCK0005,19760707,測試甲,2,台北市測試區範例路7號,02-0006-0018,W292375313,C,20181111,,
A,07,2,0000000007,MOCK0006,19770808,測試乙,1,新北市範例區測試街8號,02-0007-0021,X192454502,D,20191212,20240416,4
B,08,3,0000000008,MOCK0007,19780909,範例丙,2,桃園市和平區和平路9號,02-0008-0024,Y292533690,A,20200113,20240517,1
A,09,4,0000000009,MOCK0008,19791010,範例丁,1,台中市幸福區幸福街10號,02-0009-0027,Z192612883,B,20180214,,
B,10,5,0000000010,MOCK0009,19801111,虛構戊,2,台南市文化區文化路11號,02-0010-0030,A292692079,C,20190315,20240719,3
A,11,6,0000000011,MOCK0010,19811212,虛構己,1,高雄市中央區中央街12號,02-0011-0033,B192771261,D,20200416,20240820,4
B,12,1,0000000012,MOCK0011,19820113,測試甲,2,台北市測試區範例路13號,02-0012-0036,C292850457,A,20180517,,
A,13,2,0000000013,MOCK0012,19830214,測試乙,1,新北市範例區測試街14號,02-0013-0039,D192929643,B,20190618,20241022,2
B,14,3,0000000014,MOCK0013,19840315,範例丙,2,桃園市和平區和平路15號,02-0014-0042,E293008833,C,20200719,20241123,3
A,15,4,0000000015,MOCK0014,19850416,範例丁,1,台中市幸福區幸福街16號,02-0015-0045,F193088027,D,20180820,,
B,16,5,0000000016,MOCK0015,19860517,虛構戊,2,台南市文化區文化路17號,02-0016-0048,G293167213,A,20190921,20240125,1
A,17,6,0000000017,MOCK0016,19870618,虛構己,1,高雄市中央區中央街18號,02-0017-0051,H193246405,B,20201022,20240226,2
B,18,1,0000000018,MOCK0017,19880719,測試甲,2,台北市測試區範例路19號,02-0018-0054,I293325597,C,20181123,,
A,19,2,0000000019,MOCK0018,19890820,測試乙,1,新北市範例區測試街20號,02-0019-0057,J193404784,D,20191224,20240428,4
B,20,3,0000000020,MOCK0019,19900921,範例丙,2,桃園市和平區和平路21號,02-0020-0060,K293483975,A,20200125,20240501,1
A,21,4,0000000021,MOCK0020,19911022,範例丁,1,台中市幸福區幸福街22號,02-0021-0063,L193563163,B,20180226,,
B,22,5,0000000022,MOCK0021,19921123,虛構戊,2,台南市文化區文化路23號,02-0022-0066,M293642359,C,20190327,20240703,3
A,23,6,0000000023,MOCK0022,19931224,虛構己,1,高雄市中央區中央街24號,02-0023-0069,N193721541,D,20200428,20240804,4
B,24,1,0000000024,MOCK0023,19940125,測試甲,2,台北市測試區範例路25號,02-0024-0072,O293800738,A,20180501,,
A,25,2,0000000025,MOCK0024,19950226,測試乙,1,新北市範例區測試街26號,02-0025-0075,P193879927,B,20190602,20241006,2
B,26,3,0000000026,MOCK0025,19960327,範例丙,2,桃園市和平區和平路27號,02-0026-0078,Q293959110,C,20200703,20241107,3
A,27,4,0000000027,MOCK0026,19970428,範例丁,1,台中市幸福區幸福街28號,02-0027-0081,R194038306,D,20180804,,
B,28,5,0000000028,MOCK0027,19980501,虛構戊,2,台南市文化區文化路29號,02-0028-0084,S294117494,A,20190905,20240109,1
A,29,6,0000000029,MOCK0028,19990602,虛構己,1,高雄市中央區中央街30號,02-0029-0087,T194196681,B,20201006,20240210,2
B,30,1,0000000030,MOCK0029,19700703,測試甲,2,台北市測試區範例路31號,02-0030-0090,U294275877,C,20181107,,
A,31,2,0000000031,MOCK0030,19710804,測試乙,1,新北市範例區測試街32號,02-0031-0093,V194355066,D,20191208,20240412,4
B,32,3,0000000032,MOCK0031,19720905,範例丙,2,桃園市和平區和平路33號,02-0032-0096,W294434253,A,20200109,20240513,1
A,33,4,0000000033,MOCK0032,19731006,範例丁,1,台中市幸福區幸福街34號,02-0033-0099,X194513442,B,20180210,,
B,34,5,0000000034,MOCK0033,19741107,虛構戊,2,台南市文化區文化路35號,02-0034-0102,Y294592633,C,20190311,20240715,3
A,35,6,0000000035,MOCK0034,19751208,虛構己,1,高雄市中央區中央街36號,02-0035-0105,Z194671826,D,20200412,20240816,4
B,36,1,0000000036,MOCK0035,19760109,測試甲,2,台北市測試區範例路37號,02-0036-0108,A294751017,A,20180513,,
A,37,2,0000000037,MOCK0036,19770210,測試乙,1,新北市範例區測試街38號,02-0037-0111,B194830209,B,20190614,20241018,2
B,38,3,0000000038,MOCK0037,19780311,範例丙,2,桃園市和平區和平路39號,02-0038-0114,C294909391,C,20200715,20241119,3
A,39,4,0000000039,MOCK0038,19790412,範例丁,1,台中市幸福區幸福街40號,02-0039-0117,D194988588,D,20180816,,
B,40,5,0000000040,MOCK0039,19800513,虛構戊,2,台南市文化區文化路41號,02-0040-0120,E295067778,A,20190917,20240121,1
